CustomerID,recency,frequency,monetary,r_cat,f_cat,m_cat
13388.0,131,35.0,677.1,2,3,3
13389.0,11,51.0,797.9599999999999,5,3,3
13390.0,74,13.0,544.08,2,1,3
13391.0,203,1.0,59.8,1,1,1
13394.0,1,155.0,2520.0200000000004,5,5,5
13395.0,185,21.0,307.71999999999997,1,2,2
13396.0,29,43.0,1360.99,4,3,4
13397.0,72,38.0,1544.1299999999999,2,3,4
13398.0,192,26.0,457.34000000000003,1,2,2
13402.0,127,39.0,621.2300000000002,2,3,3
13403.0,17,3.0,75.0,4,1,1
13404.0,1,11.0,252.49,5,1,2
13405.0,74,27.0,572.4509999999999,2,2,3
13408.0,1,478.0,28117.04,5,5,5
13410.0,24,28.0,1003.0600000000002,4,2,4
13411.0,107,18.0,213.55,2,2,1
13414.0,133,24.0,1390.5,2,2,4
13416.0,43,19.0,712.5,3,2,3
13417.0,4,28.0,640.83,5,2,3
13418.0,11,304.0,6127.43,5,5,5
13419.0,63,16.0,221.06,3,2,1
13420.0,149,8.0,159.85,2,1,1
13421.0,40,104.0,1851.08,3,4,4
13422.0,64,127.0,2626.3,3,5,5
13425.0,108,78.0,1624.2100000000003,2,4,4
13426.0,0,157.0,3641.3199999999997,5,5,5
13427.0,19,29.0,582.6,4,2,3
13428.0,10,74.0,218.46999999999997,5,4,1
13429.0,10,67.0,1006.7999999999998,5,4,4
13430.0,18,49.0,679.4499999999999,4,3,3
13431.0,67,46.0,1269.1,3,3,4
13434.0,74,10.0,534.24,2,1,3
13435.0,5,101.0,3809.89,5,4,5
13436.0,1,12.0,196.88999999999996,5,1,1
13437.0,14,167.0,3408.0600000000004,4,5,5
13439.0,255,54.0,283.71,1,3,2
13441.0,91,13.0,296.64000000000004,2,1,2
13447.0,23,59.0,1129.1400000000003,4,4,4
13448.0,16,195.0,3539.3700000000003,4,5,5
13449.0,23,19.0,291.88000000000005,4,2,2
13450.0,26,71.0,2043.72,4,4,5
13451.0,26,443.0,2976.15,4,5,5
13452.0,259,2.0,590.0,1,1,3
13453.0,165,17.0,356.97999999999996,2,2,2
13455.0,24,46.0,1058.3400000000001,4,3,4
13456.0,17,63.0,1766.72,4,4,4
13458.0,7,382.0,9646.57,5,5,5
13460.0,29,17.0,183.44,4,2,1
13461.0,38,27.0,1445.0000000000002,3,2,4
13462.0,252,9.0,151.5,1,1,1
13464.0,58,41.0,674.6800000000001,3,3,3
13466.0,184,17.0,307.90000000000003,1,2,2
13467.0,10,99.0,1083.71,5,4,4
13468.0,1,302.0,5704.969999999999,5,5,5
13470.0,99,10.0,165.0,2,1,1
13471.0,1,260.0,2531.58,5,5,5
13473.0,60,21.0,422.64000000000004,3,2,2
13474.0,236,64.0,229.59,1,4,1
13475.0,191,86.0,1431.7800000000002,1,4,4
13476.0,178,58.0,1238.47,2,3,4
13477.0,37,79.0,1454.5800000000002,3,4,4
13479.0,200,15.0,300.95,1,2,2
13481.0,45,109.0,1804.5600000000002,3,4,4
13482.0,232,11.0,184.64,1,1,1
13483.0,65,10.0,140.34,3,1,1
13484.0,241,8.0,313.8,1,1,2
13485.0,233,23.0,454.24,1,2,2
13486.0,78,69.0,1122.4099999999999,2,4,4
13487.0,57,34.0,575.4000000000001,3,3,3
13488.0,17,422.0,8968.31,4,5,5
13489.0,105,14.0,449.52,2,2,2
13491.0,51,86.0,1215.8199999999997,3,4,4
13494.0,311,18.0,316.26000000000005,1,2,2
13495.0,7,48.0,2044.87,5,3,5
13496.0,10,35.0,653.3299999999999,5,3,3
13497.0,282,19.0,348.04999999999995,1,2,2
13499.0,17,42.0,1159.11,4,3,4
13500.0,23,65.0,1166.77,4,4,4
13502.0,16,18.0,291.99999999999994,4,2,2
13503.0,71,17.0,216.85000000000002,3,2,1
13504.0,64,22.0,295.93000000000006,3,2,2
13506.0,316,26.0,458.52,1,2,2
13507.0,3,162.0,2479.16,5,5,5
13508.0,243,12.0,110.97000000000003,1,1,1
13509.0,8,44.0,979.72,5,3,4
13510.0,1,115.0,1791.56,5,4,4
13512.0,260,15.0,251.20999999999998,1,2,2
13513.0,126,10.0,205.09999999999997,2,1,1
13514.0,73,4.0,152.20000000000002,2,1,1
13515.0,72,59.0,891.12,2,4,3
13516.0,21,44.0,1389.4100000000003,4,3,4
13517.0,59,141.0,2128.42,3,5,5
13518.0,85,38.0,659.4399999999998,2,3,3
13519.0,78,8.0,122.75,2,1,1
13521.0,1,436.0,1093.65,5,5,4
13522.0,30,5.0,125.80000000000001,4,1,1
13523.0,33,172.0,3964.88,3,5,5
13524.0,40,27.0,680.1800000000001,3,2,3
13525.0,14,6.0,628.78,4,1,3
13527.0,33,223.0,2287.51,3,5,5
13529.0,78,15.0,307.76,2,2,2
13531.0,205,22.0,483.80000000000007,1,2,3
13532.0,33,66.0,210.30999999999995,3,4,1
13533.0,182,76.0,270.79,1,4,2
13534.0,2,296.0,5870.08,5,5,5
13536.0,1,179.0,3448.29,5,5,5
13538.0,43,25.0,1280.8500000000001,3,2,4
13539.0,85,37.0,631.34,2,3,3
13544.0,39,87.0,291.40999999999997,3,4,2
13546.0,12,98.0,626.99,5,4,3
13548.0,96,124.0,682.4100000000001,2,5,3
13549.0,25,51.0,918.1999999999999,4,3,4
13551.0,319,4.0,91.80000000000001,1,1,1
13552.0,66,109.0,3740.0699999999997,3,4,5
13555.0,73,136.0,4149.280000000001,2,5,5
13557.0,28,34.0,584.06,4,3,3
13558.0,5,175.0,605.06,5,5,3
13560.0,7,33.0,174.36999999999998,5,3,1
13561.0,215,14.0,141.86,1,2,1
13562.0,81,82.0,1799.33,2,4,4
13563.0,84,49.0,777.53,2,3,3
13564.0,144,83.0,1749.0200000000004,2,4,4
13565.0,19,38.0,240.22,4,3,1
13566.0,40,176.0,874.71,3,5,3
13568.0,173,44.0,192.85,2,3,1
13569.0,17,85.0,373.74999999999994,4,4,2
13570.0,243,27.0,239.49000000000004,1,2,1
13571.0,12,341.0,2092.3199999999997,5,5,5
13572.0,205,33.0,1384.2499999999998,1,3,4
13573.0,50,26.0,294.4,3,2,2
13575.0,23,46.0,732.07,4,3,3
13576.0,10,126.0,6717.34,5,5,5
13577.0,25,83.0,1687.6000000000001,4,4,4
13579.0,14,23.0,467.0400000000001,4,2,3
13581.0,309,10.0,118.0,1,1,1
13583.0,155,53.0,781.03,2,3,3
13584.0,306,24.0,142.4,1,2,1
13587.0,63,8.0,712.4,3,1,3
13588.0,15,174.0,2478.95,4,5,5
13589.0,14,21.0,379.65000000000003,4,2,2
13590.0,11,87.0,1981.9199999999994,5,4,5
13591.0,64,58.0,1117.1299999999997,3,3,4
13592.0,35,16.0,247.95999999999998,3,2,2
13593.0,108,128.0,2037.0800000000002,2,5,5
13594.0,52,26.0,396.97,3,2,2
13596.0,5,166.0,697.0400000000001,5,5,3
13598.0,47,40.0,180.17000000000002,3,3,1
13599.0,1,247.0,5153.67,5,5,5
13600.0,312,19.0,219.51999999999998,1,2,1
13601.0,45,99.0,693.32,3,4,3
13602.0,64,23.0,428.89,3,2,2
13603.0,26,27.0,164.34,4,2,1
13606.0,29,43.0,280.53999999999996,4,3,2
13607.0,40,98.0,678.0100000000001,3,4,3
13610.0,12,226.0,1131.88,5,5,4
13611.0,89,74.0,1171.7999999999997,2,4,4
13614.0,24,201.0,1610.46,4,5,4
13615.0,318,23.0,417.6900000000001,1,2,2
13617.0,40,44.0,544.1800000000001,3,3,3
13618.0,173,13.0,177.34,2,1,1
13621.0,116,19.0,213.85,2,2,1
13623.0,30,81.0,747.7800000000001,4,4,3
13626.0,252,19.0,257.22999999999996,1,2,2
13627.0,59,92.0,1638.47,3,4,4
13629.0,23,59.0,7792.360000000001,4,4,5
13630.0,5,71.0,2031.7800000000002,5,4,5
13631.0,99,11.0,3070.42,2,1,5
13632.0,24,146.0,2121.27,4,5,5
13634.0,33,188.0,1575.1599999999999,3,5,4
13635.0,67,62.0,1071.03,3,4,4
13636.0,36,63.0,949.12,3,4,4
13637.0,52,101.0,810.5,3,4,3
13638.0,15,8.0,122.64,4,1,1
13639.0,74,40.0,1033.3400000000001,2,3,4
13642.0,215,66.0,354.8,1,4,2
13643.0,31,28.0,519.44,4,2,3
13644.0,16,146.0,2624.26,4,5,5
13645.0,120,5.0,252.1,2,1,2
13647.0,9,79.0,1678.1200000000001,5,4,4
13649.0,256,23.0,346.6,1,2,2
13650.0,16,96.0,1836.3400000000001,4,4,4
13651.0,35,6.0,94.2,3,1,1
13652.0,45,63.0,1095.08,3,4,4
13654.0,43,166.0,2707.33,3,5,5
13655.0,114,56.0,932.97,2,3,4
13656.0,164,49.0,379.65000000000003,2,3,2
13657.0,10,16.0,382.14,5,2,2
13658.0,9,108.0,2639.1700000000005,5,4,5
13659.0,205,104.0,1573.1999999999998,1,4,4
13662.0,85,53.0,897.76,2,3,4
13663.0,179,13.0,189.46999999999997,1,1,1
13666.0,60,12.0,84.65,3,1,1
